,release,name,real_name
14355,2018-05-08,Biz İkimiz,Biz İkimiz
14356,2006-06-01,Bu Şehirde Yaşanmaz,Bu Şehirde Yaşanmaz
14357,2006-06-01,Canım Dediklerim,Canım Dediklerim
14358,2004-09-14,Çile Kurşunu,Çile Kurşunu
14359,2004-09-14,Dostlarım Nerede,Dostlarım Nerede
14360,2000-03-03,Duman Oldum,Duman Oldum
14361,1998-11-12,Ekmeği Kazanmak Zor,Ekmeği Kazanmak Zor
14362,2006-06-01,Eller Aldı,Eller Aldı
14363,2004-09-14,Gidiyor İşte,Gidiyor İşte
14364,2015,Hırsımdan Yaşıyorum,Hırsımdan Yaşıyorum
14365,2006-05-11,A Leyli Leyli,A Leyli Leyli
14366,2000-11-08,Akşamlar,Akşamlar
14367,1999-02-28,Allam Allam,Allam Allam
14368,2006-05-11,Aşk Olmasa,Aşk Olmasa
14369,2002-10-09,Aşkımız Bitecek,Aşkımız Bitecek
14370,1999-02-28,Atabarı,Atabarı
14371,2000-11-08,Bana Bir Mutluluk Ver,Bana Bir Mutluluk Ver
14372,2000-11-08,Bana Sen Gelmelisin,Bana Sen Gelmelisin
14373,,,Benim İçin Ağla
14374,2002-10-09,Bilemedim,Bilemedim
14375,1999-02-28,Boşu Boşuna,Boşu Boşuna
14376,,,Bu Sahiler
14377,2002-10-09,Çayır Çimen,Çayır Çimen
14378,1999-02-28,Çemberimde Gül Oya,Çemberimde Gül Oya
14379,,,Destan Eyle
14380,2002-10-09,Doktor Çırakman,Doktor Çırakman
14381,,,Dost Beni
14382,2000-11-08,Doyulur mu,Doyulur Mu
14383,2006-05-11,Feslikan,Feslikan
14384,2006-05-11,"Gamzedeyim, Deva Bulmam",Gamzedeyim Deva Bulmam
14385,1999-02-28,Gaşgabah,Gaşgabah
14386,2002-10-09,Gecelerce,Gecelerce
14387,,,Gönül
14388,,,Gözlerimde Yağmur (Bahar)
14389,2006-05-11,Gözlerin,Gözlerin
14390,,,Umut Mavide
14391,2000-11-08,Umut Sakla,Umut Sakla
14392,,,Umutlarımız
14393,2000-11-08,Yalancısın,Yalancısın
14394,2006-05-11,Yalnızlık Mevsimi,Yalnızlık Mevsimi
14395,,,15 dak
14396,,,Cileli Bu Gece Meyhanede
14397,,,Dayanamiyorum
14398,,,Gercek Bir Hikaye
14399,,,Gurbet Olur
14400,,,Hayat Bir Film
14401,,,Sen Üzülme
14402,,,Sensizlik Başıma Dert Oldu (Ft. Dilara)
14422,,,Araba Yok
14423,2018-05-22,Bir Oluruz,Bir Oluruz
14424,,,Bunun Adı Para
14425,2005,Say Anything (Else),Cartel
14426,,,Cehenneme Hoşgeldin
14427,,,Çek Bi Fırt
14428,,,Die Erste Stunde
14429,,,Evdeki Ses
14430,,,Hani Bana Para
14431,1998-01-01,Maffay 'la Cartel,Maffay La Cartel
14432,,,Sen (Ft. Ferman Akgül (Manga))
14433,,,Yetmedi Mi?
14454,,,Af Yoktur Batı Yasasında
14455,,,Aklını Yorma
14457,,,Ateşi Yak
14458,2014-10-28,Azrail,Azrail
14459,2014-10-28,Bad Man,Bad Man
14460,2016-01-15,"Adam Olmaz (feat. Eypio, Cash Flow & Şehinşah)",Batı Yakası
14461,,,Beni Bana Sor
14462,2005-01-01,Hayata Küstüm,Bir Anlık Hata
14463,,,Bornova Sokakları
14464,,,Cash Kardeş
14465,2014-10-28,Coffee Shop,Coffee Shop
14467,,,Diss To Yener
14468,,,Dolunay
14469,,,Dostum yok ( Ft. Yener )
14470,,,Dur Dedik Bak
14471,2005-01-01,Durun Adam Olun,Durun Adam Olun
14472,2014-10-28,Eski Köye Yenisin,Eski Köye Yenisin
14473,,,Fantom (Steryo Cem)
14474,2005-01-01,Fazla Konuşma,Fazla Konuşma
14475,,,Felaketler Zinciri (Intro)
14476,,,Film Gibi
14477,,,Gayrı Meşru
14478,,,Sahte Hayat
14479,2014-12-21,Sayko,Sayko
14480,2005-01-01,Son Sözüm Olsun,Son Sözüm Olsun
14481,,,Sosyetenin Piçi
14482,,,Suçum Neydi Benim? (Ft. Can İnan)
14483,2005-01-01,Sus,Sus
14484,,,Şalgam Suyu
14485,,,Şiddet ve Funky
14486,,,Umrumda Olmaz (Feat. Esrar Cash)
14533,,,Ölüm Yolu
14534,,,Sevdiğim Kız Gelin Olmuş
14535,1994-07-12,Vay Be,Vay Be
14536,,,Allah Aşkına (Ft. Dilkeş Kardar)
14540,,,Asi Çocuk
14541,,,Babafingo (Ft. Bk26)
14542,,,Babam Kadar
14543,,,Bana Bir Şeyler Söyle
14544,,,Belki De
14545,,,Ben Bir Deliyim
14546,,,Ben Bir Zanlıyım
14547,,,Böyle Olmayı İstemedim
14548,,,Cıgaramı Söndürdüm (Ft. Bumblebee)
14549,,,Daha Seri (Ft. Bk26)
14550,,,Dans Edin (Ft. Serhan Kum)
14551,2016-01-01,Deli Miyim Neyim,Deli Miyim
14552,,,Dibe Battım
14553,,,Doğduğumdan Beri
14554,,,Duvarlarla Konuşuyorum
14555,,,Dünya Umurumda Değil
14556,,,Epilepsi (Ft. Pena)
14557,,,Eskiler
14558,,,Et Yiyen Çicek
14559,,,"Fahişeler Yalan Söyler (Ft. Serhan Kum, Anafor Chu"
14560,,,Sahnelerde Büyüdüm
14561,,,Seks
14562,,,Sevgililer Günü
14563,,,Sevilmeyen Adam
14564,,,Sıkıldım Doğrusu
14565,,,Sikeyim Eskişehiri
14566,,,Sikimde Değil
14568,2016-01-01,Şaka,Şaka
14569,2000-03-10,Adil Efendi,Adil Efendi
14570,2000-03-10,Ağlama Yar Ağlama,Ağlama Yar
14571,,,Arkadaşlar Benim Derdim Yeğindir
14572,2000-03-10,Arpa Orağa Geldi,Arpa Orağa Geldi
14573,,,Ayvanda Yatan Oğlan
14574,2000-03-10,Baba Bugün Dağda Duman Yeri Var,Baba Bugün Dağda
14575,,,Bahçede Yeşil Çınar
14576,1999-05-17,Şad Eyle Yaralarımı / Böyle Bağlar,Böyle Bağlar
14577,,,Bugün Ben Yari Gördüm
14578,,,Buy
14579,,,Bülbülün Kanadı Sarı
14580,2000-03-10,Baba Bugün Dağda Duman Yeri Var,Dağda Duman Yeri Var
14581,,,Dağdan Kestim Değenek
14582,1999-05-17,Dağlar Dağımdır Benim / Karagöz,Dağlar Dağımdır Benim
14583,,,Dağlara Lale Düştü
14584,,,Derman Aramam Derdime
14585,2016-01-01,Düş Müdür Hayal Midir,Düş Müdür Hayal Mıdır
14586,,,Esmer Bugün Ağlamış 1
14587,,,Esmerim Biçim Biçim
14588,,,Esmerin Ağı Gerek
14589,,,Esti Baharın Nesimi
14590,,,Eyvanda Yatan Oğlan
14607,,,Amoureuse
14610,2003-11-11,Apprends-moi,Apprends
14615,,,Autour De Moi
14616,,,Les Jours Comme Ça
14627,1995-05-16,Pour que tu m'aimes encore,Pour Que Tu M'aimes Encore
14635,,,Ağlamak İstersin
14636,,,Gönül Hecesi
14637,2010-12-21,Ağladıkça,Ağladıkça
14638,2008-09-01,Ah Bir Ataş Ver,Ah Bir Ataş Ver
14639,2008-09-01,Al Fadimem,Al Fadimem
14640,2016-01-15,Allı Turnam,Allı Turnam
14641,2008-12-26,Anladım,Anladım
14642,,,Anlat Onlara (Düet Umay Umay)
14643,2014-10-28,Artık Bitti,Artık Bitti
14644,,,Artık Bitti (Feat. Sagopa Kajmer)
14645,,,Artık Bitti (Ft. Sagopa Kajmer)
14646,2014-10-28,Artık Bitti,Artık Bitti (Sagopa Kajmer)
14647,,,Aşığım Sana
14648,,,Aşk Bu Gece Şehri Terketti
14649,2008-12-26,Aşk Hep Sende,Aşk Hep Sende
14650,2014-10-28,Aşk Hiç Bitmez,Aşk Hiç Bitmez
14651,2006-11-01,Aşktan Korkma,Aşktan Korkma
14652,2008-09-01,Ay Gız,Ay Gız
14653,2008-09-01,Ayrılık,Ayrılık
14654,2010-12-21,Bana Ne Yaptın,Bana Ne Yaptın
14656,2006-11-01,Bana Özel,Bana Özel
14657,,,Bana Özel (Umay Umay'la Düet)
14658,2008-09-01,Ben Annemi Özledim,Ben Annemi Özledim
14659,,,Ben Bu Şarkıyı Sana Yazdım
14660,2006-11-01,Ben Geldim,Ben Geldim
14661,2013-09-03,Ben Seni Çok Sevdim,Ben Seni Çok Sevdim
14662,2012-09-18,Hani Bazen,Hani Bazen
14663,,,Harbe Giden Sarı Saçlı Çocuk
14664,,,Hayat… Ben…
14665,2015-09-25,Her Aşkın Bir Şarkısı Var,Her Aşkın Bir Şarkısı Var
14666,2014-10-28,Her Şey Çok Sevmekten,Her Şey Çok Sevmekten
14667,,,Her Şey Seninle Güzel
14668,,,Her Yerde Kar Var
14669,2010-12-21,Herkes Gider Mi,Herkes Gider Mi?
14670,2008-12-26,Hoşçakal,Hoşçakal
14671,2012-09-18,Hoşgeldin,Hoşgeldin
14672,2010-12-21,Islak Kelebek,Islak Kelebek
14673,2015-12-30,İlk ve Son Kez,İlk Ve Son Kez
14674,2014-10-28,İnce Buz Üstünde Yürüyorum,İnce Buz Üstünde
14675,2014-10-28,İnce Buz Üstünde Yürüyorum,İnce Buz Üstünde Yürüyorum
14676,2014-10-28,İnce Buz Üstünde Yürüyorum,İnce Buz Üstünde Yürüyorum (Şebnem Ferah)
14677,2018-01-22,Kalbim Çukurda,Kalbim
14678,,,Kalbimdeki Yara (Düet Umay Umay)
14679,,,Kan Revan İçindeyim
14680,2014-10-28,Kanarım,Kanarım
14681,2018-04-22,Şu Dağlarda Kar Olsaydım,Kar
14682,2010-12-21,Herkes Gider Mi,Kayıp
14683,,,Kelebek (feat Hayko Cepkin)
14684,,,Kimler Geldi Kimler Geçti
14685,2013-09-03,Kurtar Beni,Kurtar Beni
14686,,,Küçüğüm
14687,2006-11-01,Sessizce,Sessizce
14688,,,Sivasın Yolların
14689,2016-09-08,Siyah Beyaz,Siyah Beyaz
14690,,,Son Yolcu
14691,2006-11-01,Sonbahar,Sonbahar
14693,2013-09-03,Ben Seni Çok Sevdim,Şeker Prens Ve Tuz Kral
14694,2012-09-18,Şimdi,Şimdi
14695,2013-09-03,Şimdi Rahat Uyu,Şimdi Rahat Uyu
14696,2010-12-21,Tanrı Aslında Sever Hepimizi,Tanrı Aslında Sever Hepimizi
14697,2008-12-26,Tanrı'nın Elleri,Tanrı'nın Elleri
14698,2013-09-03,Tek Kişilik Aşk,Tek Kişilik Aşk
14699,2016-01-15,Telli Turnam,Telli Turnam
14700,2017-11-13,Beni Hatırladın mı,Tuz Buz
14701,2010-12-21,Unutursun,Unutursun
14702,,,Uzaklardan
14703,2009-12-30,Al Beni de,Al Beni De
14704,2009-12-30,Aşık Oldum Galiba,Aşık Oldum Galiba
14705,2009-12-30,Doğum Günün Kutlu Olsun,Doğum Günün Kutlu Olsun
14707,2009-12-30,Sen Olmasan,Sen Olmasan
14708,2017-05-04,Aç Kollarını,Aç Kollarını
14709,2013-02-21,Aşk İçin Savaşmalı,Aşk İçin Savaşmalı
14710,2018-05-21,Aşkın İçinde Aşk Var,Aşkın İçinde Aşk Var
14712,2013-02-21,Biz Olsak,Biz Olsak
14713,2017-10-05,Dumanlı Sevda,Dumanlı Sevda
14714,2013-02-21,Gece Bitecek,Gece Bitecek
14715,2013-02-21,Günaydın Sevgilim,Günaydın Sevgilim
14716,2015-12-22,Hayat Belirtisi,Hayat Belirtisi
14717,,,Kim Ne Derse Desin (Ft. Ayshe)
14718,2013-02-21,Senaryo,Senaryo
14719,2013-02-21,Serserin Oldum,Serserin Oldum
14720,2015,Sor,Sor
14721,2013-02-21,Yağmur,Yağmur
14722,2018-06-08,Yedi Düvel,Yedi Düvel
14723,2016-04-04,Yollarım Olsa,Yollarım Olsa
14724,1977-05-01,1 Mayıs,1 Mayıs
14725,1994-02-02,33 Kurşun,33 Kurşun
14726,2017-01-05,68'linin Türküsü,68'linin Türküsü
14727,2017-02-14,Acı Doktor - Kısım 1,Acı Doktor
14728,1975-01-01,Adsız,Adsız
14729,,,Ağır Roman
14730,2017-06-09,Akşam Erken İner Mapushaneye,Akşam Erken İner Mapushaneye
14731,2017-06-09,Alamanya,Alamanya
14732,1999,Allah Yar,Allah Yar
14733,1987,Almancılar,Almancılar
14734,2017-05-31,Askaros Deresi,Askaros Deresi
14735,1998-02-13,Asri Gurbet,Asri Gurbet
14736,2015,Ay Karanlık,Ay Karanlık
14737,,,Ayrılık Günümüz
14738,2015,Baba,Baba
14739,,,Balacan
14740,,,Bang Bang
14741,1998-07-01,Barış Dikeni,Barış Dikeni
14742,1987,Bedava Yaşıyoruz,Bedava Yaşıyoruz
14743,2016-02-05,Bekle Beni,Bekle Beni
14744,,,Ben Suyumu Kazandım Da İçtim
14745,2017-05-31,Beni Siz Delirttiniz,Beni Siz Delirttiniz
14746,2015,Beyaz Atlı,Beyaz Atlı
14747,1987,Bidanem,Bidanem
14748,1999,Kerkük Zindanı,Bindik bir Alamete
14749,2014,Gel Gel,Gel Gel
14750,2017-06-09,Giden,Giden
14751,1998-02-13,Hasan Kalesi,Hasan Kalesi
14752,2017-06-09,Hasret,Hasret
14753,2014-02-27,Hayvan Terli,Hayvan Terli
14754,1987,Hep Kahır,Hep Kahır
14755,2017-06-09,Herkes Gibisin,Herkes Gibisin
14756,1994-11-01,Hikaye,Hikaye
14757,,,Hoşgeldin Kadınım
14758,1999,Hudey Hudey,Hudey Hudey
14759,1992-10-21,Islak Islak,Islak Islak
14760,2015,İhtarname,İhtarname
14761,2017-05-31,İhtiyar Oldum,İhtiyar Oldum
14762,2015,İstanbul'u Dinliyorum,İstanbul'u Dinliyorum
14763,,,İster Frengistanda Ol İster İçerde
14764,2017-05-31,İşçi Marşı,İşçi Marşı
14765,1987,İşte Geldik Gidiyoruz,İşte Geldik Gidiyoruz
14766,2017-01-05,Kahya Yahya,Kahya Yahya
14767,2015,Kalender,Kalender
14768,2017-10-21,Kara Bahtım,Kara Bahtım
14769,1998-04-02,Kara Sevda,Kara Sevda
14770,2014,Karabağ,Karabağ
14771,1987,Karadut,Karadut
14772,1994-05-05,Karam,Karam
14773,,,Karayılan
14774,1998-04-02,Oy Gülüm Oy,Oy Gülüm Oy
14775,1999,Ölüm,Ölüm
14777,1977-02-01,Parka,Parka
14778,1998-07-01,Peynir Gemisi,Peynir Gemisi
14779,,,Püsküllü Moruk
14780,1992-10-21,Raptiye Rap Rap,Raptiye Rap Rap
14781,1994-11-01,Resimdeki Gözyaşları,Resimdeki Gözyaşları
14782,1994-05-05,Safinaz,Safinaz
14783,2017-01-05,Sahibi Geldi,Sahibi Geldi
14784,1999,Sakın Dönme,Sakın Dönme
14785,1998-07-01,Sakın Reddetme,Sakın Reddetme
14786,2014,Sen Duymadın,Sen Duymadın
14787,2017-01-05,Sen Seni Bil,Sen Seni Bil
14788,,,Sende Başını Alıp Gitme
14789,1994-02-02,Sevda Kuşun Kanadında,Sevda Kuşun Kanadında
14790,2014,Suskunluk,Suskunluk
14791,,,Suya Giden Allı Gelin
14792,,,Arsızca
14793,,,Aşka Davet
14794,,,Biraz Şehvet
14795,2017-09-22,Çamur,Çamur
14796,,,Çarpa Çarpa
14797,,,Düşüyorum
14798,,,İstanbul Türküsü
14800,,,Ruh Kafeslenemez
14801,,,Sen Nefesimsin
14802,2012-06-14,Supermen,Süpermen
14803,,,Tıpış Tıpış
14804,,,Tutku
14805,2011-03-30,Askina Elveda,Aşkına Elveda
14807,,,Dışarıda
14809,,,Earthquake Part I
14811,,,Ev
14812,,,For Amadeus
14813,,,Haset
14814,,,Kaçış
14817,2006-01-30,Yine De Söyle,Yine De Söyle
14818,2013-02-23,Acaba,Acaba
14819,2006-01-01,Ağlamak,Ağlamak
14820,,,Aşk Bir Rüya
14821,2006-01-01,Ben Böyleyim,Ben Böyleyim
14822,2015-03-10,Bilmeni İsterdim,Bilmeni İsterdim
14823,,,Bir Başka Sevgiliyi Sevemem
14824,2014-10-28,Bir Hayat Yeter Bize,Bir Hayat Yeter Bize
14825,2009-08-17,Bir Hiç Olsam,Bir Hiç Olsam
14826,2014-10-28,Çok Güzelsin,Çok Güzelsin
14827,2014-10-28,Dön Bana - Akustik Versiyon,Dön Bana
14828,2006-01-01,Galiba,Galiba
14829,2006-01-01,Göster,Göster
14830,2006-01-01,Güzel Bir Gün,Güzel Bir Gün
14831,2012-06-20,İbreti Ailem Jenerik,İbreti Ailem
14832,2016-04-15,Aşk Uyur mu,Aşk Uyur Mu
14833,2007-04-05,Gizli,Gizli
14834,2007-04-05,Imkansiz Ask (feat. Husnu Senlendirici),İmkansız Aşk
14835,2007-04-05,Mutluluk Yalniz Ruya,Mutluluk Yalnız Rüya
14836,2007-04-05,Sevdakarim Ben,Sevdakarım Ben
14837,2007-04-05,Sevme Derler Bana,Sevme Derler Bana
14838,2015-06-02,Yarım Bıraktın,Yarım Bıraktın
14839,2009,Ah Bu Gönül Şarkıları,Ah Bu Gönül Şarkıları
14841,2014-12-09,Anam,Anam
14842,2008-07-16,Anne Benim Babam Nerde,Anne Benim Babam Nerde
14843,2015-07-01,Arafat Dağı,Arafat Dağı
14844,2005-03-09,Azaptayım Anneciğim Gel,Azaptayım Anneciğim Gel
14845,2015-06-13,Babam,Babam
14846,2006-04-28,Damla Düşmeyince,Damla Düşmeyince
14847,2007-06-07,Davet,Davet
14848,2014-12-09,Ey Yolcular,Ey Yolcular
14849,2015-08-04,Gel Gel,Gel Gel
14850,,,Geliyorum
14851,2009-07-16,Giden Gidene,Giden Gidene
14852,2015-08-04,Gönlümün Baharı,Gönlümün Baharı
14853,,,Biliyorum Sonunu
14854,1997-06-27,Bir Yudum Sevgi,Bir Yudum Sevgi
14855,1997-06-27,Deli Oğlan,Deli Oğlan
14856,1997-06-27,Dokunmayın Güneşe,Dokunmayın Güneşe
14857,1997-06-27,Dön Bana,Dön Bana
14858,2000-11-15,Duymak İstiyorum,Duymak İstiyorum
14859,,,Dünya Yalan
14860,,,Hep Böyle Kal
14861,1997-06-27,Neredesin,Neredesin
14862,1997-06-27,Sever Misin O Zaman,Sever Misin O Zaman
14863,1997-06-27,Sevgisiz Olmuyor,Sevgisiz Olmuyor
14864,1997-06-27,Solgun Yine - Jungle Mix,Solgun Yine
14865,,,Şimdi Uzaklardasın
14866,1997-06-27,Yuh Yuh,Yuh Yuh
14867,,,Aşk Diye Buna Derler
14868,2010-05-25,Beni Sensiz Düşünme,Beni Sensiz Düşünme
14869,,,Bıraktın
14870,,,Bir Tek Aşk İçin
14871,,,Candır
14872,2015-01-19,Ceviz Ağacı,Ceviz Ağacı
14874,,,Gölgeni Ateşte
14875,2018-02-16,Kara Bahtım,Kara Bahtım
14876,2015-01-19,Kırk Gün,Kırk Gün
14877,2010-01-22,Papatya,Papatya
14878,,,Seni Yere Göğe Koyamam
14879,,,Senin İçin Ölürüm Aslında
14880,,,Son Sevgilim Olur Musun
14881,,,Unut
14882,,,Adım At Boka Bas
14883,,,Adres
14884,,,Amı Patlayan Kadın
14885,2011-01-01,Anal Trajedi,Anal Trajedi
14886,,,Bazen Canım Çok Sıkılır
14887,2004-08-01,Benden Sonra Sen,Benden Sonra Sen
14888,,,Benden Sonra Sen Şarkı Sözleri
14889,2004-08-01,Beynim Yok,Beynim Yok
14890,,,Beynimi Yediler
14891,2005-01-16,Bilmiyorsun,Bilmiyorsun
14892,,,Bizden Çaldılar
14893,2005-01-16,Borç,Borç
14894,,,Cemiyette Pişiyoruz
14895,2011-01-01,Çikolata Kız,Çikolata Kız
14896,2005-01-16,Dayanamıyorum,Dayanamıyorum
14897,,,Değilim
14898,,,Diş Miş Çok Pis
14899,2005-01-16,Edebiyat,Edebiyat
14900,,,En İyi Kızlar
14901,2011-01-01,Et,Et
14902,2011-01-01,Gerizekalı,Gerizekalı
14903,2011-01-01,Git Burdan,Git Burdan
14904,2004-08-01,Götüyle Kafasını Karıştıran Adam,Götüyle Kafasını Karıştıran Adam
14905,2011-01-01,Gripin,Gripin
14906,,,Herkes Var Bir Sen Yoksun
14907,,,Tedavi
14908,,,Tüyapta Punklar
14909,2004-08-01,Vanilyalı Dondurma,Vanilyalı Dondurma
14910,,,Vanilyalı Dondurma (Eski)
14911,,,Yanlış Olmuş
14912,2004-08-01,Zor Günler,Zor Günler
14913,2008-06-12,Ağlayan Kuş,Ağlayan Kuş
14914,2012-05-08,Annem,Annem
14915,2008-06-12,Annem'e,Annem'e
14916,2008-06-12,Assınlar Beni,Assınlar Beni
14917,2008-06-12,Baş Belası,Baş Belası
14918,2008-06-12,Ben Adamı Yolda Bırakmam,Ben Adamı Yolda Bırakmam
14919,,,Ben Aşka Geldim
14920,1997-06-23,Bi Tanem,Bi Tanem
14921,2008-06-12,Bilemedim Ki Ben,Bilemedim Ki Ben
14922,1997-06-23,Bilseydim,Bilseydim
14923,,,Bulut Oldum
14924,,,Burda Hüsran Doluyum
14925,,,Cane
14926,2012-05-08,Duy,Duy
14927,2012-05-08,Galiba,Galiba
14928,2012-05-08,Galiba - Remix 2,Galiba 2
14929,2008-06-12,Gelmedin,Gelmedin
14930,2012-05-08,Gidiyorsun,Gidiyorsun
14931,1999-07-19,Adı Hasret,Adı Hasret
14932,1990-11-06,Ağladım Bugün,Ağladım Bugün
14933,2000-09-13,Ağlamam Ondan,Ağlamam Ondan
14934,1996-02-08,Ah Kız,Ah Kız
14936,2003-04-16,Akşam Olmadan,Akşam Olmadan
14937,,,Anlat Anlat Heyecanlı Oluyor
14938,2002-10-02,Aşığım Aşık,Aşığım Aşık
14939,,,Aşk Delisi
14940,,,Aşk Delisiyim
14941,2015-12-11,Aşk Sokağı,Aşk Sokağı
14942,1990-11-06,Aşkımıza Ağlıyorum,Aşkımıza Ağlıyorum
14943,2000-09-13,Aşkımsın Sen,Aşkımsın Sen
14944,2003-04-16,Ateşe Düşmüşüm,Ateşe Düşmüşüm
14945,2002-10-02,Ayaz Geceler,Ayaz Geceler
14946,2001-10-16,Aynı Sahilde,Aynı Sahilde
14947,,,Ayrılık Saati
14948,1999-07-19,Ayrılmayalım,Ayrılmayalım
14949,1993-02-19,Bahse Girerim,Bahse Girerim
14950,1996-02-08,Ben Bilirim,Ben Bilirim
14951,2010-03-03,Benden Bu Kadar,Benden Bu Kadar
14952,1993-02-19,Benim Ol,Benim Ol
14953,2002-10-09,Benim Olsaydın,Benim Olsaydın
14954,2006-12-07,Beyaz Meleğim,Beyaz Meleğim
14955,2002-10-02,Bir Cennettir Bu Dünya,Bir Cennettir Bu Dünya
14956,,,Duvardaki Resim
14957,2000-09-13,Duysunlar,Duysunlar
14958,2001-10-16,Düşerim Dillere,Düşerim Dillere
14959,1993-02-19,Düşman Başına,Düşman Başına
14960,,,Düşünecektin
14961,,,Ela Gözlerin Neden Aglamış
14962,2002-10-09,Elimde Değil,Elimde Değil
14963,,,Elimdeki Resmin
14964,2002-10-02,Elveda Sevgilim,Elveda Sevgilim
14965,1986-12-17,Emine,Emine
14966,2001-10-16,Esirin Oldum,Esirin Oldum
14967,,,Eyvallah
14968,2017-12-15,Fadime,Fadime
14969,1996-02-08,Farketmez Artık,Farketmez Artık
14970,,,Felek Yere Batsın
14971,2000-09-13,Feryat,Feryat
14972,2002-10-02,Fosforlu Cevriye,Fosforlu Cevriye
14973,2002-10-02,Gece Olunca,Gece Olunca
14974,1998-06-16,Hain Geceler,Geceler
14975,,,Geçmiyor Günler
14976,2006-12-07,Geçmiyor Zamanlar,Geçmiyor Zamanlar
14977,,,Gel Barışalım
14978,1999-02-10,Gelin Etmişler,Gelin Etmişler
14979,,,Gelin Olmuş
14980,,,Gelin Olmuş Gidiyorsun
14981,2014-09-02,Her Sevda Bir Ölümmüş,Her Sevda Bir Ölümmüş
14982,1994-07-18,Heves Mi Kaldı,Heves Mi Kaldı
14983,2000-01-14,Hiç Aklıma Gelmemişti,Hiç Aklıma Gelmemişti
14984,,,Huzurum Yok
14985,2014-10-21,İmkansız,İmkansız
14986,1994-07-18,İnanma,İnanma
14987,2002-10-02,İsyan Ederim,İsyan Ederim
14988,2002-10-02,Kabul Edemem,Kabul Edemem
14989,2014-09-02,Kadehi Şişeyi Kırarım Bugün,Kadehi Şişeyi Kırarım Bugün
14990,1998-06-16,Kaderimsin,Kaderimsin
14991,,,Kar Beyaz
14992,1993-02-19,Kırmızı Yanakların,Kırmızı Yanakların
14993,,,Komşu Kızı
14994,2014-09-02,Kör Olsun,Kör Olsun
14995,2002-10-02,Kul Sevilmez Mi,Kul Sevilmez Mi
14996,,,Kurban Olurum
14997,1994-07-18,Kurşun Döktür,Kurşun Döktür
14998,2014-09-02,Kül,Kül
14999,2002-09-20,Küllenen Aşk,Küllenen Aşk
15000,2002-09-20,Küstüm Sevgilim Senle,Küstüm Sevgilim
15001,2003-04-16,Layık Bana,Layık Bana..
15002,2002-09-20,Liselim,Liselim
15003,1986-12-17,Hızmalım / Mardin Kapısı,Mardin Kapısı
15004,1999-02-10,Musalla Taşı,Musalla Taşı
15005,1999-07-19,Nasıl Unutacağım,Nasıl Unutacağım
15007,2016-12-30,Seninle Aşkımız Eski Bir Roman,Seninle Aşkımız Eski Bir Roman
15009,1993-02-19,Sensiz Kutladım,Sensiz Kutladım
15010,2003-04-16,Sensiz Olmuyor,Sensiz Olmuyor
15011,1999-02-10,Sensiz Yaşamak,Sensiz Yasamak
15012,2010-03-03,Sessizce,Sessizce
15013,2002-10-02,Sev Sev,Sev Sev
15014,2015-10-23,Sevda Yüklü Kervanlar,Sevda Yüklü Kervanlar
15015,1994-07-18,Sevdalıyım,Sevdalıyım
15016,,,Sevecek Misin?
15017,1994-07-18,Seven Benim,Seven Benim
15018,1996-02-08,Seviyorum,Seviyorum
15019,2002-10-09,Sevme Arkadaş,Sevme Arkadaş
15020,2002-10-02,Sevmek Kim Sen Kimsin,Sevmek Kim Sen Kimsin
15021,1999-07-19,Sevmek Yetmez Mi,Sevmek Yetmez Mi?
15022,2002-10-02,Sevmeyeceğim,Sevmeyeceğim
15023,2015-12-11,Sevsen De Sevmesen De / Mum Gibi,Sevsen De Sevmesen De (Mum Gibi)
15024,2003-04-16,Sıkı Sıkı,Sıkı Sıkı
15025,2002-10-09,Soran Olursa,Soran Olursa
15026,2003-04-16,Söyleyemedim,Söyleyemedim
15027,2000-09-13,Ağlamam Ondan,Sözlerim Sevenlere
15028,1998-06-16,Şansım Ne Yapsın,Şansım Ne Yapsın
15029,,,Şanssızım
15030,1990-11-06,Tanrım İstedi,Tanrım İstedi
15031,1994-07-18,Yıkan Sendin,Yıkan Sendin
15032,2018-06-08,Yorgun Yıllarım,Yıllarım
15033,1998-06-16,Yıllarım Boşa Geçti,Yıllarım Boşa Geçti
15034,2002-09-20,Yine Mi Sen,Yine Mi Sen
15035,2002-10-02,Yol Arkadaşım,Yol Arkadaşım
15036,,,A İstanbul Sen Bir Han Mısın
15037,2012-03-04,Abdal Musa,Abdal Musa
15038,2000-12-22,Bir Ay Doğar,Ah İstanbul
15039,2012-03-04,Akıl Gel Beri,Akıl Gel Beri
15040,2005-10-12,Allı Gelin,Allı Gelin
15041,2000-12-22,Anam Ağlar Başucumda Oturur,Anam Ağlar
15042,2000-12-22,Anam Ağlar Başucumda Oturur,Anam Ağlar Başuçumda Oturur
15043,,,Arpa Buğday Taneler
15044,2007-05-01,Aşağıdan Acı Poyraz Acılar,Aşağıdan Acı Poyraz Acılar
15045,2005-10-12,Ayağına Giymiş Kara Yemeni,Ayağına Giymiş Kara Yemeni
15046,2005-10-12,Bahçalarda Mor Meni,Bahçalarda Mor Meni
15047,2000-12-22,Bahçalarda Zerdali,Bahçalarda Zerdali
15048,2001-03-05,Bahçede Bir Bülbül Ağlar,Bahçede Bir Bülbül Ağlar
15049,2012-03-04,Be Hey Derviş,Be Hey Derviş
15050,2003-02-26,Ben Gidersem,Ben Gidersem
