,release,name,real_name
41022,2000-08-03,Tutuldu Yollarımız,Tutuldu Yollarımız
41023,1996-07-19,Uzakların Türküsü,Uzakların Türküsü
41024,2006-10-11,Üzülme Yarim,Üzülme Yarim
41025,1996-07-19,Yaralar Beni,Yaralar Beni
41026,,,% 80
41027,,,29
41028,2005-04-19,A) Şık,A)Şık
41029,2005-04-19,Adımı Söyle,Adımı Söyle
41030,1995-12-15,Adresler Karıştı,Adresler Karıştı
41031,2013-01-18,Asker,Asker
41032,,,Aslan Yarim
41033,2005-04-19,Aşinayım Firara,Aşinayım Firara
41034,1995-12-15,Aşk Her Şeyi Affeder mi?,Aşk Her Şeyi Affeder Mi
41035,2005-04-19,Aşk Yangın,Aşk Yangın
41036,2002-05-31,Aşka Dair,Aşka Dair
41037,2013-01-18,Ay,Ay
41038,2015-05-22,Moment - Original Mix,Bahar
41039,,,Bana Bişey Olmaz
41040,2005-04-19,Belki,Belki
41042,1996-06-30,Biberi Bol,Biberi Bol
41043,1996-06-30,Bir Yaz Günü,Bir Yaz Günü
41044,1996-06-30,Biri Var,Biri Var
41045,1996-06-30,Bu Kalp,Bu Kalp
41046,2005-04-19,Cinayet,Cinayet
41047,,,Çok
41048,2002-05-31,Daa,Daa
41049,2002-05-31,Dağları Deldim,Dağları Deldim
41050,2014,Dans Et,Dans Et
41051,1996-06-30,Kumdan Kaleler,Kumdan Kaleler
41052,1996-06-30,Laubali,Lâubali
41053,1995-12-15,Niye Bana Bu Ceza?,Niye Bana Bu Ceza
41054,,,Of
41055,2002-05-31,Onun İçin,Onun için
41056,,,Öz
41057,,,Paparazzi
41058,,,Saat
41061,,,Sen Anla
41062,,,Sil Baştan
41063,1996-06-30,Sorma,Sorma
41064,2004-07-02,Aldırma,Aldırma
41065,,,Ben Uyurken
41066,2011,Benim Gibi,Benim Gibi
41067,2003-05-09,Bir Anda,Bir Anda
41068,2011,Bu Elveda,Bu Elveda
41070,,,Doğum Günü
41071,2003-05-09,Düşman,Düşman
41072,2011-06-22,Dön Gel,Gel
41073,2013-01-11,Gitme,Gitme
41074,,,Gittiğin Günden Beri
41075,,,Gülümse
41076,,,Güneş Sensiz Doğacak
41077,,,Güz Rüzgarlarında
41078,,,Hadi Kır Kalemi
41079,,,Hatırladığım Kadarıyla
41080,2003-05-09,Hep Yanyana,Hep Yanyana
41081,,,Hiçbirşey
41083,,,Kaç Gel
41084,2011,Kader,Kader
41085,,,Karşı Koymam
41086,2011,Kim Sever,Kim Sever
41087,,,Küskün Mektup
41088,,,Nazende
41089,2003-05-09,Yolum,Yolum
41090,2014-03-15,Mendilin Yudum Arıttım,Yudum
41093,,,Ne Kalmış Ellerinde
41094,,,Sor Hadi Neden?
41095,,,Tut Ellerimden (Ft Talos)
41096,,,Veda
41138,,,Ağın'dan Çıktım (Ankaralı Ahmet)
41139,2018-05-25,Derine,Derine
41140,2018-01-31,Ağla Halime,Ağla Halime
41142,,,Benim Farkım
41143,,,İstanbul
41144,,,Kısık Ateşte
41145,,,Tesadüf
41147,2016,Seni Unutmaya Ömrüm Yeter mi,11:11
41148,,,Aç
41149,,,Ağla Halime
41150,,,Ah Ben
41151,,,Artık Bir Şeyler Yapmak Lazım
41152,,,Aslanlar Gibi
41154,,,Aşk Yoruyor
41155,,,Ayrılamayız Biz
41156,,,Bebeğim
41157,,,Ben Ölmeden Önce (Feat. Fatih Erdemci)
41159,,,Benim Farkım
41160,,,Bir Küçük Kadın
41161,,,Bir Tek Aşk İçin
41163,,,Cehennet
41164,,,Cihangir Türküsü
41166,,,Eğer Dinlersen
41167,,,Fırtınalar
41168,,,Geçmiş İş İşten
41169,,,Geçmiş Olsun
41170,,,Ayı
41171,,,Bahtsız Bedevi
41173,,,Gelecek
41175,,,Lal Lal La
41176,,,Lazım
41177,,,Onun Derdi
41178,,,Özür Dile
41179,,,Rüya
41180,,,Sus
41181,,,Unutma
41182,,,Yarasa Kız
41183,,,Zevk
41185,2001,Dhol Jageero Da,Dhol Jageero Da
41186,,,Ghalla Gurian
41187,2003,Good Morning,Good Morning
41188,,,Jatt Ho Giya Sharabee
41189,,,Jobi
41191,2015-08-28,Mirza - Here I Come Junglist,Mirza
41195,,,Hep Son Bahar
41196,,,Kabuğumu Kırıyorum
41197,,,Laklakiyet
41198,,,Sensizlik
41235,2012-04-24,Alışmak Sevmekten Zor,Alışmak Sevmekten Zor
41236,2012-01-25,Aya Bak,Aya Bak
41237,2012-04-24,Gözyaşlarım Anlatır,Gözyaşlarım Anlatır
41238,2012-04-24,Kara Sevda,Kara Sevda
41239,2012-04-24,Seni Kimler Aldı,Seni Kimler Aldı
41240,2012-04-24,Zevk-i Alem,Zevk
41285,,,Amigos Del Corazon
41286,,,Las Divinas
41287,2017-08-14,1var1yok,1var1yok
41289,,,Agresif Oyun
41290,,,Ağladım Bugün
41293,,,Askerleri Sal
41294,,,Aynı Yerdeyim (ft. da poet)
41295,2017-01-27,Barış Manço,Barış Manco
41296,2013-04-01,Baskın,Baskın
41297,,,Bendim Efendi
41300,,,"Birilerine Faydan Olsun (ft. Festus Okey, Merco, Amaralzein)"
41301,,,Bu Alem (ft. mozole mirach & da poet)
41302,,,Çatla
41303,,,Çekilin (ft. sir lather)
41304,,,D.b.d (Ft. Emrah Karakuyu)
41305,2013-04-01,Değirmen,Değirmen
41306,2010-06-02,Disko İstanbul,Disko İstanbul
41307,,,Diz Çöksün Fikrin (ft. da poet)
41308,2016-11-18,Doğduğum Şehir,Doğduğum Şehir
41309,,,Doğru Söyle (ft. sansar salvo)
41310,,,Eksik Sonbahar (Harlemstreet)
41311,2018-01-25,İsyan,İsyan
41312,2018-01-25,Kafamda,Kafamda
41313,,,Kahramanım Ol (ft. Elçin Orçun)
41314,,,Kalbin Pili Bpm'de
41315,,,Kaldır Eli Havaya (Ft. Bela & Atakan)
41316,,,Kalk (ft. şehinşah)
41317,,,Kanunsuzlar (Verse)
41318,,,Kilit Vurdum Sabaha
41319,,,Kör Karanlık
41320,,,Kurur Üstün Başın
41321,,,Melodiler Akmalı (ft. da poet)
41322,,,Moroccon Sipahi
41323,,,Mümkün Değil (ft. Sansar & Elçin Orçun)
41326,2017-01-27,Paranoya,Paranoya
41327,,,Parlayan Madalyon
41328,2015-04-30,Mi Cama Huele a Ti (feat. Zion & Lennox),Patron
41329,,,Patron (ft. Elçin Orçun)
41330,,,Pmc Represents The Undeground (Verse)
41331,2018-01-25,Problem Çocuk,Problem Çocuk
41332,,,Rap'in Efendisi
41334,,,Adı yok (ft. Şehinşah & Da Poet & Karaçalı)
41335,,,Agresif Oyun
41336,,,Ağladım Bugün
41338,,,Askerleri Sal
41339,,,Aynı Yerdeyim (ft Da Poet)
41340,,,Bendim Efendi
41343,,,Bu Alem (Feat. Mozole Mirach & Da Poet)
41344,,,Çatla
41345,,,Çekilin (ft Sir Lather)
41346,,,Derdimi Kimse Bilemez
41347,,,Disko İstanbul
41348,,,Diz Çöksün Fikrin (ft Da Poet)
41349,,,Doğru Söyle (Feat. Sansar Salvo)
41350,,,Eksik Sonbahar (ft. Şehinşah)
41351,,,Fuck'em 5 (diss)
41352,,,Funk Parti
41353,,,Gecede (ft Karaçalı)
41354,,,Gecem Sürgünde (ft Da Poet)
41355,,,Günaha Batmışız
41357,,,Rapin Efendisi
41358,,,"Rrr! (ft Da Poet, Şehinşah, Karaçalı, Saian)"
41360,,,Sel (ft Saian)
41361,,,Skor
41362,,,Söndürülmüş Yıldızlar ve Şaşal
41363,,,Şahmeran (ft. Şanıser)
41364,,,Şehrin Cinayeti (Feat. Sansar)
41375,,,Aye Davanita
41433,,,Odun Alırsan Meşe
41434,2004-05-05,Vazgeçeceğim,Vazgeçeceğim
41435,2013-08-26,Ara Verelim,Ara Verelim
41436,2013-08-26,Sözünü Tut,Sözünü Tut
41437,,,Bu Gece Ay Var
41438,,,Kapak Olsun
41439,,,2. Perde
41440,,,Alt Sokak
41441,,,Anlat Haydi
41442,,,Farabi
41443,,,Farabi
41444,,,Farabi
41445,,,Hüzünlü geceler
41446,,,İçelim Haydi
41447,,,İçten Nameler
41448,,,Korku Romanı
41449,,,Neden
41450,,,Raptetik
41451,,,Sefir
41452,,,Sefir
41453,,,Son Defa
41454,,,Sözsüz Dialoglar
41455,,,Vasat Bi Geçmiş Öyküsü
41457,,,Acı
41460,,,Anatolia (Türkçe)
41464,2002,Bir,Bir
41467,,,Bu Alemi Gören Sensiz
41469,,,Doğmadan Önce
41472,2017-03-03,Geçmişin Yükü,Geçmişin Yükü
41474,2017-03-03,Gündüz Gece,Gündüz Gece
41478,,,Annem
41479,,,İki Ekmek Aldım Eve Gidiyorum
41480,,,İnsan Sevdiğini Hiç Üzer Mi?
41481,,,Pepee Çok Üzülüyor
41482,2013-12-10,Affet,Affet
41483,2016-01-29,Ağla,Ağla
41484,2013-12-10,Aşk Biter,Aşk Biter
41485,,,Aşk Değil
41486,2012-12-21,Bağdat,Bağdat
41487,2016-01-29,Biri Vardı,Biri Vardı
41489,2013-12-10,Bu Kalbin,Bu Kalbin
41490,2016-01-29,Ağla,En Güzel Mevsimim
41491,,,Fırtına
41492,2013-12-10,Gaflet,Gaflet
41493,2013-12-10,Sensiz Ben,Giz
41494,2013-12-10,Günaydın,Günaydın
41496,2017-11-21,Her Şeyim,Her Şeyim
41497,2012-12-21,Hodbin,Hodbin
41498,2016-01-29,Kahpe Geceler,Kahpe Geceler
41499,2013-12-10,Kayıp,Kayıp
41500,2013-12-10,Kelebek,Kelebek
41501,2013-12-10,Kimseler,Kimseler
41502,2016-01-29,Ne Ala,Ne Ala
41503,2008-04-28,Adaletin Bu Mu,Adaletin Bu Mu
41504,,,Ağlayan Kuş
41505,2008-04-28,Ait Olduğun Yer,Ait Olduğun Yer
41506,2003-04-11,Akasyalar Açarken,Akasyalar Açarken
41507,,,Aklımı Bulamam
41508,2013-03-26,Alabora,Alabora
41509,,,Allahın Belası
41510,,,Arım Balım Peteğim
41511,2003-04-11,Arkadaşımın Aşkısın,Arkadaşımın Aşkısın
41512,2013-03-26,Artık Üzülmek İstemiyorum,Artık Üzülmek İstemiyorum
41513,2013-03-26,Aşk,Aşk
41514,,,Aşk Budur İşte
41515,,,Aşk Yazı
41516,,,Aşk Yüzünden
41517,,,Bana Uyar
41518,,,Bay Bay (Şimdi Aşklar Laylay)
41519,2005-06-15,Ben Bir Şarkıyım Söz Müzik Sensin,Ben Bir Şarkıyım Söz Müzik Sensin
41520,,,Bencil
41521,,,Bende Kaldı
41522,,,Beyaz Cam (Ft. Özcan Deniz)
41523,2003-04-11,Bir Kez Ara,Bir Kez Ara
41524,2008-04-28,Bodrum'da Aşk,Bodrum'da Aşk
41525,2003-04-11,Boyu Devrilesi,Boyu Devrilesi
41526,2006-10-30,Bundan Sonra,Bundan Sonra
41527,,,Buruk Acı
41528,2013-03-26,Heves,Heves
41529,2006-10-30,İstanbul Geceleri,İstanbul Geceleri
41530,,,İstanbul'u Sana Dar Ederim
41531,2009-05-05,İstemem,İstemem
41532,2018-03-02,Kabusun Olurum,Kabusun Olurum
41533,,,Kadın mıyım Dadın mı?
41534,,,Kardanadam
41535,,,Kısmetsizim
41536,,,Kibarca
41537,2013-03-26,Kibir,Kibir
41538,2013-03-26,Kirli Gömlek,Kirli Gömlek
41539,2008-04-28,Kolay Değil,Kolay Değil
41540,,,Kördüğüm (düet Kutsi)
41541,,,Kördüğüm Dizi Film Versiyon (Feat Kutsi)
41542,,,Kurudum
41543,2009-05-05,Maç,Maç
41544,,,Morarırsın
41545,2006-10-30,Muhabbet Bağı,Muhabbet Bağı
41546,2009-05-05,Ne Yapayım Şimdi Ben - Kıvanch K Version,Ne Yapayım Şimdi Ben
41547,,,Ne Yeşili Ne Siyahı
41548,,,O Gözlerin Benim Hakkım
41549,,,Off Modu
41550,,,Okşa
41551,2003-04-11,Olmaz Olamaz,Olmaz Olamaz
41552,,,Ölümsüz Aşklar Sineması
41553,,,Yerimde Sen Olsan
41554,,,Yine Yalnızım
41555,,,Yollarımız Ayrıldı
41556,,,Yolun Açık Olsun
41557,,,Zevksiz
41558,,,Anne
41559,,,Annem (şiir)
41560,,,Biz Dünya Çocukları
41561,,,Doymadım Bu Oyuna
41562,,,Efendim (şiir)
41564,,,Neler Vermezdim
41565,,,Nur Yüzlüm (şiir)
41566,,,Sevgili Peygamberim
41567,,,Yetim Kızı
41568,2011,Acının Şarkısı,Acının Şarkısı
41569,2011,Aşk ki,Aşk Ki
41570,2007-02-24,Büyükanne,Büyükanne
41571,2007-02-24,Darıldı Şans,Darıldı Şans
41572,2011,Dol Gözüm Dol,Dol Gözüm Dol
41573,2011,Don Kafa,Don Kafa
41574,2011,Gamsız Öküz,Gamsız Öküz
41575,2007-02-24,Gidin,Gidin
41576,2007-02-24,Hareminde Han,Hareminde Han
41577,2011,Don Kafa,İçimdeki İz
41578,2014-11-11,İstanbul,İstanbul
41579,2007-02-24,Modern Zaman,Modern Zaman
41580,2014-11-11,Ne Oldu Bana,Ne Oldu Bana
41581,2011,Piç,Piç
41582,2011,Sobe,Sobe
41583,,,Sulu Şaka
41584,2007-02-24,Uyku Ol,Uyku Ol
41585,2011,Yol,Yol
41603,2003-03-01,Çığlıklar,Çığlıklar
41604,2003-03-01,Çok Da Umrumda,Çok da Umrumda
41605,2003-03-01,Dönme Bir Daha,Dönme Bir Daha
41606,2003-03-01,Düşlerde,Düşlerde
41607,,,Geçiyor Zaman
41608,2016-01-01,Geri Dönülmez,Geri Dönülmez
41609,2003-03-01,Her Şey Zor,Her Şey Zor
41611,,,Komik Olma (ft. Emrah Karakuyu)
41612,2017-06-09,Lider,Lider
41613,,,Ne Olursa Olsun
41614,2003-03-01,Rüzgar,Rüzgar
41615,2003-03-01,Yağmur Öncesi,Yağmur Öncesi
41616,2003-03-01,Yok Gibi,Yok Gibi
41617,2003-03-01,Zorlama,Zorlama
41618,2008-04-17,Hayalle Gerçek Arasında,Hayalle Gerçek Arasında
41619,2008-04-17,İlk,İlk
41620,2008-04-17,Karanlığı Beklerken,Karanlığı Beklerken
41621,2008-04-17,Kork Benden,Kork Benden
41622,2008-04-17,Ne Farkeder,Ne Farkeder
41623,2008-04-17,Özgürlük,Özgürlük
41624,2008-04-17,Rüyalarım,Rüyalarım
41625,2008-04-17,Son,Son
41626,2008-04-17,Unutamam,Unutamam
41627,2008-04-17,Vazgeç,Vazgeç
41628,2010,Babam Sağolsun,Babam Sağolsun
41629,,,Çok da Umrumda
41630,,,Farkındamısın
41631,2014-03-31,Fırtınam,Fırtınam
41632,,,Gitme Kal Bu Şehirde(Nazan Öncel Cover)
41633,2010,Hadi Denizim,Hadi Denizim
41634,2016,İtiraf,İtiraf
41635,2010,Kardem,Kardem
41636,2010,Müdür,Müdür
41637,2010,O'na,O'na
41638,,,Pilot
41639,2010,Sen Yokken,Sen Yokken
41640,2010,Serde,Serde
41641,2010,Tatlı Uykular,Tatlı Uykular
41642,,,Vazgeç Gönül
41643,2010,Yakamoz,Yakamoz
41644,,,Yar Yarası
41645,2018-05-14,Zehir,Zehir
41646,2012-03-08,Bi' Büyük,Bi' Büyük
41647,2012-03-08,Bir Yaklaşık,Bir Yaklaşık
41648,,,Boşvermişim Dünyaya
41649,2012-03-08,Bulanık Niyetler,Bulanık Niyetler
41650,2012-03-08,Gol Değil,Gol Değil
41651,,,Günübirlik
41652,2012-03-08,Hazır Cevaplar,Hazır Cevaplar
41653,,,Hep Aynı
41654,2012-03-08,Karar Verdim,Karar Verdim
41655,2012-03-08,Keyfekeder,Keyfekeder
41656,,,Lafların Arkasında
41657,,,Pijamalı Şarkı
41658,,,Pogol
41659,,,Takma Kafanı
41660,,,Tek Dikişte
41661,2012-03-08,Yaş Günüm,Yaş Günüm
41662,,,Yaşamaya Gelmişken
41663,,,Zıplamalı Şarkı
41664,,,Açılsın Gözlerin
41665,2007-05-17,Anlıyorum,Anlıyorum
41666,2007-05-17,Bak,Bak
41667,2012-07-05,Berrak,Berrak
41668,2007-05-17,Beyhude,Beyhude
41669,,,Çocuk Düşlerim
41670,2012-07-05,Delilik,Delilik
41671,,,Dışı Sevda İçi Zindan Değilim Artık
41672,,,Direniş
41673,,,Duruyor Zaman
41674,2007-05-17,Eylül Akşamı,Eylül Akşamı
41675,,,Fotoğraf
41676,,,Ben 1 Sen 0
41677,,,Üretim Hatası
41678,,,%100 Aşk
41679,,,Adam Olaydın
41680,2016-10-30,Affetmem,Affetmem
41681,,,Ağladın Mı?
41682,2016-10-30,Ah Nerede,Ah Nerede
41683,,,Aldanırım Sanma Git İşine
41684,,,Alıştın Mı?
41685,,,Arama
41686,2007-11-27,Aslolan Ben,Aslolan Ben
41687,2007-11-27,Aşk Demek,Aşk
41688,2007-11-27,Aşk Demek,Aşk Demek
41689,2007-11-27,Aşk Kılıcı,Aşk Kılıcı
41690,,,Aşkımla Oynama
41691,2016-10-30,Aşkın En Güzeli,Aşkın En Güzeli
41692,,,Ay Işığında
41693,,,Ayrıldığımızda
41694,2016-10-30,Bana Yalan Söylediler,Bana Yalan Söylediler
41695,,,Bekletme
41696,,,Ben Bahara Hazırım
41697,,,Bilmiyorsun
41698,,,Birileri Gelse
41699,,,Boş Yere
41700,2004-12-31,Bozdum Yeminimi,Bozdum Yeminimi
41701,2016-10-30,Bu Gece,Bu Gece
41702,2004-12-31,Büklüm Büklüm,Büklüm Büklüm
41703,2007-11-27,Kimsin Sen,Kimsin Sen?
41704,,,Körkütük
41706,2009-07-27,Masal Bu Ya,Masal Bu Ya
41707,,,Nankör
41708,2004-12-31,Neler Vermezdim,Neler Vermezdim
41709,,,Of Çeksem
41710,2016-10-30,Palavra,Palavra
41711,2004-12-31,Sebebini Sorma,Sebebini Sorma
41712,,,Sen De
41713,,,Son Verdim
41714,,,Söyle Ne Yaptım
41715,,,Aşığım Anlasana
41716,1999-01-29,Aşk Olsun,Aşk Olsun
41717,2003-05-14,Aşkı Kim İcat Etti,Aşkı Kim İcat Etti
41718,,,Ben Miyim Zalim
41719,2006,Beni Ağlatma,Beni Ağlatma
41720,2003-05-14,Dikkat Et,Dikkat Et
41721,2003-05-14,Dur Gitme,Dur Gitme
41722,2006,Geceler Düşman,Geceler Düşman
41723,1999-01-29,Gel Etme,Gel Etme
41724,1999-01-29,Geri Gel,Geri Gel
41725,2003-05-14,Güle Güle,Güle Güle
41727,2006,Hiç Olmadı,Hiç Olmadı
41728,1999-01-29,İhanet - Yinede Sevdim,İhanet
41729,2006,Koş Gel,Koş Gel
41730,2003-05-14,Leylim Yar,Leylim Yar
41731,2003-08-20,Ağlama Sarı Gelin,Ağlama Sarı Gelin
41732,2011-03-14,Ağlamakla Gülmek,Ağlamakla Gülmek
41733,2003-08-20,Ah Buğdayım,Ah Buğdayım
41734,2003-08-20,Bebek,Bebek
41735,2003-08-20,Bundan Sonra,Bundan Sonra
41736,2003-08-20,Durnalar,Durnalar
41737,2003-08-20,Gakko,Gakko
41738,2003-08-20,Şen Gülüm - Halay,Halay
41739,2003-08-20,Hoyda Yarim,Hoyda Yarim
41740,2003-08-20,Kadir Mevlam,Kadir Mevlam
41741,2003-08-20,Mektup,Mektup
41742,2003-08-20,Ölem Ölem,Ölem Ölem
41743,2018-02-09,Ağlama Yar Ağlama,Ağlama
41744,2012-01-31,Bana Hediye,Bana Hediye
41745,,,Ben ki Sevmekten Hiç Usanmam
41746,,,Ben Nasıl Büyük Adam Olucam
41748,2015,Beni Sen İnandır,Beni Sen İnandır
41749,,,Beni Seni İnandır
41750,2012-01-31,Beni Unutur musun?,Beni Unutur Musun ?
41751,2015,Benim Yüzümden,Benim Yüzümden
41752,2008-04-18,Bir Anda,Bir Anda
41753,2013-03-12,Bir Varmışım Bir Yokmuşum - Live,Bir Varmışım Bir Yokmuşum
41754,2012-01-31,Çok Aşık,Çok Aşık
41755,,,Çok Da Umrumda
41756,2011-05-12,Değirmendeki,Değirmendeki
41757,2006-03-06,Dön Bak Dünyaya,Dön Bak Dünyaya
41758,2015,Dur Söyleme,Dur Söyleme
41759,,,Dursana Dünya
41760,2008-04-18,Düğün,Düğün
41761,2012-01-31,Düşen Yaprağın İçinde,Düşen Yaprağın İçinde
41762,2015,Düşmanmışız Gibi,Düşmanmışız Gibi
41763,2011-09-20,Eylül,Eylül
41764,2015,Geri Dönemem,Geri Dönemem
41765,2013-03-12,Gönül Dağı - Live,Gönül Dağı
41766,2006-03-06,Gözler Anlatır,Gözler Anlatır
41767,2012-01-31,Günaydın Sevgilim,Günaydın Sevgilim
41769,,,Yalandan Da Olsa
41770,2008-04-18,Yalnızlık,Yalnızlık
41771,2008-04-18,Yansın,Yansın
41842,1979-11-30,Is There Anybody Out There?,Is There Anybody Out There?
41879,,,Amada Mio
41881,2012-12-26,"El Negro Zumbon - From ""Anna""",Anna (el Negro Zumbon)
41884,2006,Autrefois,Autrefois
41886,,,Bukra Wba�do
41887,2007,Cante E Dance,Cante E Dance
41890,2006,Dansez-Vous,Dansez
41891,2006,"Donde Estas, Yolanda?","Donde Estas, Yolanda?"
41897,2006,La Soledad,La Soledad
41899,,,Acem Kızı
41900,,,Aç Artık Dost Kollarını
41901,,,Açılın Kapılar
41902,,,Açılın Kapılar Şah'a Gidelim
41903,,,Açılın Zindanlar
41904,,,Ağ Gül İle Kırmızı Gül
41905,,,Ağlama Gözlerim Mevlam Kerimdir
41906,,,Ağlayı Ağlayı Durma Karşımda
41907,,,Ağlayı Ağlayı Selman'a Geldim
41908,,,Ah Hüseyin Vah Hüseyin
41909,2014-12-31,Alçakta Yüksekte Yatan Erenler,Alçakta Yüksekte Yatan
41910,,,Ali Ali Der De Dönersin
41911,,,Al
41912,,,Ali'm Ne Yatarsın
41913,,,Ali'nin Düldül'ün Bin De Göreyim
41914,,,Ali'nin Sırrına Erebilirsen
41915,,,Allah Allah Desem Gelsem
41916,,,Allah Allah Desem Kalksam
41917,,,Amanın Eyle Mürüvvet
41918,,,Aslı Nedir
41919,,,Ay Geçti Yıl Geçti Yetişemedim
41920,2017-01-01,Ayrılık Derdinin Dermanı Nedir,Ayrılık Derdinin Dermanı Nedir
41921,,,Ayrılmam Katardan
41922,,,Azizim Sultanım Sen Safa Geldin
41923,,,Bana Bir Yar Olsa
41924,,,Boz Atlı Hızır
41925,,,Böyle Midir Sizin İlin Töresi
41926,,,Bu Dünyanın Evvelini Sorarsan
41927,2014-12-31,Bu Yıl Bu Dağların Karı Erimez,Bu Yıl Bu Dağların Karı Erimez
41928,1993-08-20,Bugün Yardan Bir Haber Geldi,Bugün Yardan Haber Geldi
41929,,,Bulamadım (Şu Yalan Dünyaya)
41930,,,Bülbül Gibi Dilin Olsa Ne Fayda
41931,,,Bülbül Gibi Zar Eylesem
41932,,,Bülbül Havalanmış Yüksekten Uçar
41933,,,Bülbül Ne Yatarsın Kalk Figan Eyle
41934,,,Bülbül Olsam Varsam Gelsem
41935,,,Can Dediler
41936,,,Çalan Murtaza Ali'dir
41937,,,Çeke Çeke (Seversen Ali'yi)
41938,,,Çekilip Kırklara Vardık
41939,,,Çektiğim Cevr
41940,,,Çevrilir (Hak Yarattı)
41941,1993-08-20,Çıktım Yücesine Seyran Eyledim,Çıktım Yücesine Seyran Eyledim
41942,,,Çoktan Beri Yollarını Gözlerim
41943,,,Deli Gönül (Bir Su Bir Gölde)
41944,,,Deli Gönül İnil İnil İnleme
41945,2013-03-29,Derdim Çoktur Hangisine Yanayım,Derdim Çoktur Hangisine Yanayım
41946,,,Derelerde Olur Çamlı Söğüdü
41947,,,Dereyi Aşağı Gelir Kurdizi
41948,,,Derildi Ayn
41949,,,Ey Benim Divane Gönlüm
41950,,,Ey Benim Sarı Tanburam
41951,,,Ey Erenler Çün Bu Sırrı Dinledim
41952,,,Ey Sofi Özüne Bir Muradım Var
41953,,,Ey Yezit Sen Neden Yeldin
41954,,,Felek Beni Nazlı Yardan Ayırdı
41955,,,Felekler Zuhur Olalı
41956,,,Fetva Vermiş Koca Başlı Kör Kadı
41957,,,Firdevs
41958,,,Firdevs
41959,1993-08-20,Gam Elinden Benim Zülfü Siyahım,Gam Elinden Benim Zülfü Siyahım
41960,2003-04-11,Geçti Dost Kervanı,Geçti Dost Kervanı
41961,,,Gel Benim Sarı Tanburam
41962,,,Gel Efendim Gel (Hasretinle Beni)
41963,,,Gel Ey Dostum
41964,,,Gel Güzelim Kaçma Benden
41965,,,Gel İmdi Oku
41966,,,Gel Koyun Meleme
41967,1993-08-20,Gelin Canlar Bir Olalım,Gelin Canlar Bir Olalım
41968,,,Gelin Kardaş Pirden Ayak Tutalım
41969,,,Gelin Rıza İle Gönderin Bizi
41970,,,Gelin Yiyelim İçelim
41971,,,Gelir De Var Gelmez De Var
41972,,,Gelmiş İken Bir Habercik
41973,,,Gerçekler Bilinmez
41974,2017-01-01,Hazret-i Şah'ın Avazı,Hazret
41975,,,Helal Haram Yese Gerek
41976,,,Her Sabah Her Sabah
41977,,,Her Sabah Yüzüme Gülme
41978,,,Hey Erenler
41979,,,Hızır Paşa Gibi Zalim Var İse
41980,,,Hoşça Tutun Öküzü
41981,,,Hudey Hudey
41982,,,Hü Diyelim Gerçeklerin Demine
41983,2012-05-10,Hünkar Hacı Bektaş Veli,Hünkar Hacı Bektaş Veli
41984,,,Ilgıt Ilgıt Esen Seher Yelleri
41985,,,İbrişimden Ala Teli Var
41986,,,İçeri Gireyim Destur Olursa
41987,,,İki Turnam Gelir Bağdat Elinden
41988,,,İkrar Verdim Bu İkrarı Güderim
41989,,,İkrara Da Bağlanmıyor Neyleyim
41990,,,İlk Yazın Geldiği
41991,,,İmam Hüseyin 1
41992,,,İmam Hüseyin 2
41993,,,İmam Hüseyin 4
41994,,,İncinme Gönül
41995,,,İndi Şah'a Secd'eyledi
41996,,,İndim Koç Babayı Tavaf Eyledim
41997,,,İnilersin Dolap Derdin Ne Senin
41998,,,Kadir Mevlâm Senden Bir Dileğim Var
41999,,,Mürvete Geldim
42000,,,Naci Derler Bir Güruha Uğradım
42001,,,Nasıl Yar Diyeyim Ben Böyle Yara
42002,,,Ne Kadar Bilirsen Bilene Danış
42003,,,Ne Sen Beni Unut
42004,,,Neyleyim (Bana Gül Diyorlar)
42005,,,Neyleyim Dünya Malını
42006,,,Nic'oldu (Yine Ilgın Ilgın)
42007,,,O Da Yine Ağaçtandır
42008,,,On'ki İmamlara Giden Turnalar
42009,,,Onun Duasını Eden Kim İdi
42010,,,Onun Katarından Ayırma Bizi
42011,,,Ölüm İle Ayrılığın Elinden
42012,,,Önüme Bir Çığır Geldi
42013,2013-11-25,Ötme Bülbül Ötme / Ne jengj fülemüle,Ötme Bülbül
42014,,,Ötme Turnam Ötme
42015,,,Padişah Katlime Ferman Dilese
42016,2012-05-10,Pazarlık Mı Olur,Pazarlık Mı Olur
42017,,,Perişan Eyledin Cümle Cihanı
42018,,,Pir Sultan Deyi
42019,,,Pir Sultan'ım Şu Dünyaya
42020,,,Rehberin Buyruğun Tutmuyor
42021,,,Rızıkların Veren Ali Değil Mi
42022,,,Sabah Olur Cümle Alem Uyanır
42023,2014-12-31,Sabahtan Cemalin Seyran Eyledim,Sabahtan Cemalin Seyran Eyledim
42024,,,Şu Yalan Dünyaya (Dahi Ne)
42025,,,Tevekkel
42026,,,Tövbe Günahıma Estağfurullah
42027,,,Turnalar Ali'mi Görmediniz Mi
42028,,,Turnam (Sabahtan Cemalin)
42029,,,Turnanın (Alay Alay Olmuş)
42030,,,Uğradım Bir Derde
42031,,,Uyur İken Uyardılar
42032,,,Üç Gözlü Pınarın Gözün Ararsan
42033,,,Üfürdüm Çerağı
42034,,,Va'den Tekmil İmiş
42035,,,Var Git Arap Var Git
42036,,,Var Git Yezit Var Git
42037,,,Vardım Hint Eline Kumaş Getirdim
